age_group,demography,food_security_status,food_security_numeric,poverty_indicator,family_income,state,person_supplement_weight
(0-17),Children,Low Food Security,2,1,"$10,000 to $12,499",Mississippi,21503.54
(0-17),Children,Low Food Security,2,1,"$10,000 to $12,499",Montana,1239.82
(0-17),Children,Low Food Security,2,1,"$10,000 to $12,499",New Jersey,7190.33
(0-17),Children,Low Food Security,2,1,"$10,000 to $12,499",New Mexico,15032.61
(0-17),Children,Low Food Security,2,1,"$10,000 to $12,499",Oklahoma,5663.5
(0-17),Children,Low Food Security,2,1,"$10,000 to $12,499",Pennsylvania,21979.98
(0-17),Children,Low Food Security,2,1,"$10,000 to $12,499",Texas,78212.9
(0-17),Children,Low Food Security,2,1,"$10,000 to $12,499",West Virginia,3941.73
(0-17),Children,Low Food Security,2,1,"$10,000 to $12,499",Wisconsin,7090.77
(0-17),Children,Low Food Security,2,1,"$100,000 to $149,999",California,65029.95
(0-17),Children,Low Food Security,2,1,"$100,000 to $149,999",Colorado,34622.04
(0-17),Children,Low Food Security,2,1,"$100,000 to $149,999",Florida,31318.42
(0-17),Children,Low Food Security,2,1,"$100,000 to $149,999",Georgia,4244.38
(0-17),Children,Low Food Security,2,1,"$100,000 to $149,999",Hawaii,4086.32
(0-17),Children,Low Food Security,2,1,"$100,000 to $149,999",Idaho,19578.34
(0-17),Children,Low Food Security,2,1,"$100,000 to $149,999",Illinois,17917.23
(0-17),Children,Low Food Security,2,1,"$100,000 to $149,999",Kentucky,79682.82
(0-17),Children,Low Food Security,2,1,"$100,000 to $149,999",Louisiana,13871.63
(0-17),Children,Low Food Security,2,1,"$100,000 to $149,999",Massachusetts,10379.5
(0-17),Children,Low Food Security,2,1,"$100,000 to $149,999",Michigan,25148.38
(0-17),Children,Low Food Security,2,1,"$100,000 to $149,999",New Mexico,3832.63
(0-17),Children,Low Food Security,2,1,"$100,000 to $149,999",New York,27136.29
(0-17),Children,Low Food Security,2,1,"$100,000 to $149,999",Oklahoma,30256.23
(0-17),Children,Low Food Security,2,1,"$100,000 to $149,999",Oregon,15221.7
(0-17),Children,Low Food Security,2,1,"$100,000 to $149,999",Pennsylvania,12967.02
(0-17),Children,Low Food Security,2,1,"$100,000 to $149,999",Tennessee,15617.16
(0-17),Children,Low Food Security,2,1,"$100,000 to $149,999",Texas,103947.89
(0-17),Children,Low Food Security,2,1,"$100,000 to $149,999",West Virginia,1746.97
(0-17),Children,Low Food Security,2,1,"$100,000 to $149,999",Wisconsin,6252.14
(0-17),Children,Low Food Security,2,1,"$12,500 to $14,999",Connecticut,8899.49
(0-17),Children,Low Food Security,2,1,"$12,500 to $14,999",Florida,6526.14
(0-17),Children,Low Food Security,2,1,"$12,500 to $14,999",Kentucky,4277.47
(0-17),Children,Low Food Security,2,1,"$12,500 to $14,999",Louisiana,7333.6
(0-17),Children,Low Food Security,2,1,"$12,500 to $14,999",Maryland,28055.14
(0-17),Children,Low Food Security,2,1,"$12,500 to $14,999",Michigan,16898.94
(0-17),Children,Low Food Security,2,1,"$12,500 to $14,999",Minnesota,34487.52
(0-17),Children,Low Food Security,2,1,"$12,500 to $14,999",Mississippi,4121.62
(0-17),Children,Low Food Security,2,1,"$12,500 to $14,999",Nebraska,5732.92
(0-17),Children,Low Food Security,2,1,"$12,500 to $14,999",New Jersey,6356.07
(0-17),Children,Low Food Security,2,1,"$12,500 to $14,999",New York,27037.12
(0-17),Children,Low Food Security,2,1,"$12,500 to $14,999",North Carolina,9714.43
(0-17),Children,Low Food Security,2,1,"$12,500 to $14,999",Ohio,10130.13
(0-17),Children,Low Food Security,2,1,"$12,500 to $14,999",South Carolina,5618.86
(0-17),Children,Low Food Security,2,1,"$12,500 to $14,999",Texas,11926.25
(0-17),Children,Low Food Security,2,1,"$12,500 to $14,999",Utah,4851.86
(0-17),Children,Low Food Security,2,1,"$12,500 to $14,999",Wyoming,781.79
(0-17),Children,Low Food Security,2,1,"$15,000 to $19,999",Alabama,22352.4
(0-17),Children,Low Food Security,2,1,"$15,000 to $19,999",California,63911.21
(0-17),Children,Low Food Security,2,1,"$15,000 to $19,999",Idaho,2733.61
(0-17),Children,Low Food Security,2,1,"$15,000 to $19,999",Illinois,6871.18
(0-17),Children,Low Food Security,2,1,"$15,000 to $19,999",Iowa,11704.57
(0-17),Children,Low Food Security,2,1,"$15,000 to $19,999",Kansas,9579.94
(0-17),Children,Low Food Security,2,1,"$15,000 to $19,999",Kentucky,14352.2
(0-17),Children,Low Food Security,2,1,"$15,000 to $19,999",Louisiana,8932.14
(0-17),Children,Low Food Security,2,1,"$15,000 to $19,999",Maryland,36196.71
(0-17),Children,Low Food Security,2,1,"$15,000 to $19,999",Massachusetts,11069.1
(0-17),Children,Low Food Security,2,1,"$15,000 to $19,999",Michigan,32194.29
(0-17),Children,Low Food Security,2,1,"$15,000 to $19,999",Minnesota,5807.01
(0-17),Children,Low Food Security,2,1,"$15,000 to $19,999",Mississippi,3085.05
(0-17),Children,Low Food Security,2,1,"$15,000 to $19,999",Montana,1427.9
(0-17),Children,Low Food Security,2,1,"$15,000 to $19,999",Nebraska,12798.84
(0-17),Children,Low Food Security,2,1,"$15,000 to $19,999",New Hampshire,4369.02
(0-17),Children,Low Food Security,2,1,"$15,000 to $19,999",New Jersey,22426.88
(0-17),Children,Low Food Security,2,1,"$15,000 to $19,999",New Mexico,4910.36
(0-17),Children,Low Food Security,2,1,"$15,000 to $19,999",New York,8079.66
(0-17),Children,Low Food Security,2,1,"$15,000 to $19,999",Ohio,8423.88
(0-17),Children,Low Food Security,2,1,"$15,000 to $19,999",Oklahoma,6379.24
(0-17),Children,Low Food Security,2,1,"$15,000 to $19,999",South Carolina,8161.35
(0-17),Children,Low Food Security,2,1,"$15,000 to $19,999",Tennessee,8523.37
(0-17),Children,Low Food Security,2,1,"$15,000 to $19,999",Texas,60997.07
(0-17),Children,Low Food Security,2,1,"$15,000 to $19,999",Utah,9170.66
(0-17),Children,Low Food Security,2,1,"$15,000 to $19,999",Washington,2968.48
(0-17),Children,Low Food Security,2,1,"$15,000 to $19,999",West Virginia,5154.81
(0-17),Children,Low Food Security,2,1,"$15,000 to $19,999",Wisconsin,39620.73
(0-17),Children,Low Food Security,2,1,"$150,000 or more",Alaska,871.13
(0-17),Children,Low Food Security,2,1,"$150,000 or more",Arkansas,7543.25
(0-17),Children,Low Food Security,2,1,"$150,000 or more",California,88890.82
(0-17),Children,Low Food Security,2,1,"$150,000 or more",Connecticut,14540.67
(0-17),Children,Low Food Security,2,1,"$150,000 or more",Florida,33710.76
(0-17),Children,Low Food Security,2,1,"$150,000 or more",Massachusetts,20077.27
(0-17),Children,Low Food Security,2,1,"$150,000 or more",Michigan,6911.62
(0-17),Children,Low Food Security,2,1,"$150,000 or more",New Jersey,17086.54
(0-17),Children,Low Food Security,2,1,"$150,000 or more",New York,18363.58
(0-17),Children,Low Food Security,2,1,"$150,000 or more",North Carolina,9206.12
(0-17),Children,Low Food Security,2,1,"$150,000 or more",Ohio,18446.7
(0-17),Children,Low Food Security,2,1,"$150,000 or more",Oregon,15150.44
(0-17),Children,Low Food Security,2,1,"$150,000 or more",Texas,66828.24
(0-17),Children,Low Food Security,2,1,"$150,000 or more",West Virginia,6496.63
(0-17),Children,Low Food Security,2,1,"$20,000 to $24,999",Alabama,12227.72
(0-17),Children,Low Food Security,2,1,"$20,000 to $24,999",Arizona,7082.15
(0-17),Children,Low Food Security,2,1,"$20,000 to $24,999",Arkansas,4100.3
(0-17),Children,Low Food Security,2,1,"$20,000 to $24,999",California,51122.09
(0-17),Children,Low Food Security,2,1,"$20,000 to $24,999",Connecticut,9205.78
(0-17),Children,Low Food Security,2,1,"$20,000 to $24,999",Delaware,6515.02
(0-17),Children,Low Food Security,2,1,"$20,000 to $24,999",District of Columbia,356.48
(0-17),Children,Low Food Security,2,1,"$20,000 to $24,999",Florida,19507.72
(0-17),Children,Low Food Security,2,1,"$20,000 to $24,999",Georgia,35283.97
(0-17),Children,Low Food Security,2,1,"$20,000 to $24,999",Indiana,29676.64
(0-17),Children,Low Food Security,2,1,"$20,000 to $24,999",Kentucky,6926.72
(0-17),Children,Low Food Security,2,1,"$20,000 to $24,999",Louisiana,17219.68
(0-17),Children,Low Food Security,2,1,"$20,000 to $24,999",Maine,3454.36
(0-17),Children,Low Food Security,2,1,"$20,000 to $24,999",Mississippi,14500.25
(0-17),Children,Low Food Security,2,1,"$20,000 to $24,999",Missouri,8637.81
(0-17),Children,Low Food Security,2,1,"$20,000 to $24,999",Nebraska,6907.76
(0-17),Children,Low Food Security,2,1,"$20,000 to $24,999",New Jersey,20849.26
(0-17),Children,Low Food Security,2,1,"$20,000 to $24,999",New Mexico,4508.9
(0-17),Children,Low Food Security,2,1,"$20,000 to $24,999",New York,9116.13
(0-17),Children,Low Food Security,2,1,"$20,000 to $24,999",North Carolina,14482.18
(0-17),Children,Low Food Security,2,1,"$20,000 to $24,999",North Dakota,1496.74
(0-17),Children,Low Food Security,2,1,"$20,000 to $24,999",Ohio,8907.55
(0-17),Children,Low Food Security,2,1,"$20,000 to $24,999",Oklahoma,38820.65
(0-17),Children,Low Food Security,2,1,"$20,000 to $24,999",Pennsylvania,47429.47
(0-17),Children,Low Food Security,2,1,"$20,000 to $24,999",South Carolina,21024.31
(0-17),Children,Low Food Security,2,1,"$20,000 to $24,999",Tennessee,14133.02
(0-17),Children,Low Food Security,2,1,"$20,000 to $24,999",Texas,82974.8
(0-17),Children,Low Food Security,2,1,"$20,000 to $24,999",Washington,6610.29
(0-17),Children,Low Food Security,2,1,"$20,000 to $24,999",West Virginia,3627.59
(0-17),Children,Low Food Security,2,1,"$20,000 to $24,999",Wyoming,761.44
(0-17),Children,Low Food Security,2,1,"$25,000 to $29,999",Arkansas,11681.55
(0-17),Children,Low Food Security,2,1,"$25,000 to $29,999",California,35024.51
(0-17),Children,Low Food Security,2,1,"$25,000 to $29,999",Florida,9469.59
(0-17),Children,Low Food Security,2,1,"$25,000 to $29,999",Georgia,25698.69
(0-17),Children,Low Food Security,2,1,"$25,000 to $29,999",Illinois,5908.97
(0-17),Children,Low Food Security,2,1,"$25,000 to $29,999",Kentucky,12529.33
(0-17),Children,Low Food Security,2,1,"$25,000 to $29,999",Louisiana,18286.12
(0-17),Children,Low Food Security,2,1,"$25,000 to $29,999",Maine,21194.13
(0-17),Children,Low Food Security,2,1,"$25,000 to $29,999",Michigan,21083.88
(0-17),Children,Low Food Security,2,1,"$25,000 to $29,999",Mississippi,19572.39
(0-17),Children,Low Food Security,2,1,"$25,000 to $29,999",Montana,6235.48
(0-17),Children,Low Food Security,2,1,"$25,000 to $29,999",Nebraska,5454.83
(0-17),Children,Low Food Security,2,1,"$25,000 to $29,999",New Jersey,38077.5
(0-17),Children,Low Food Security,2,1,"$25,000 to $29,999",New Mexico,6397.32
(0-17),Children,Low Food Security,2,1,"$25,000 to $29,999",New York,55923.62
(0-17),Children,Low Food Security,2,1,"$25,000 to $29,999",North Carolina,29891.35
(0-17),Children,Low Food Security,2,1,"$25,000 to $29,999",Ohio,22873.55
(0-17),Children,Low Food Security,2,1,"$25,000 to $29,999",Oklahoma,3316.19
(0-17),Children,Low Food Security,2,1,"$25,000 to $29,999",Oregon,4218.56
(0-17),Children,Low Food Security,2,1,"$25,000 to $29,999",South Carolina,6940.08
(0-17),Children,Low Food Security,2,1,"$25,000 to $29,999",Texas,105178.44
(0-17),Children,Low Food Security,2,1,"$25,000 to $29,999",Virginia,20679.23
(0-17),Children,Low Food Security,2,1,"$25,000 to $29,999",West Virginia,10945.69
(0-17),Children,Low Food Security,2,1,"$25,000 to $29,999",Wisconsin,12859.74
(0-17),Children,Low Food Security,2,1,"$25,000 to $29,999",Wyoming,2022.14
(0-17),Children,Low Food Security,2,1,"$30,000 to $34,999",Alabama,6594.6
(0-17),Children,Low Food Security,2,1,"$30,000 to $34,999",Arizona,4993.76
(0-17),Children,Low Food Security,2,1,"$30,000 to $34,999",Arkansas,8062.88
(0-17),Children,Low Food Security,2,1,"$30,000 to $34,999",California,73760.99
(0-17),Children,Low Food Security,2,1,"$30,000 to $34,999",Colorado,11087.07
(0-17),Children,Low Food Security,2,1,"$30,000 to $34,999",Delaware,2180.39
(0-17),Children,Low Food Security,2,1,"$30,000 to $34,999",Florida,10388.44
(0-17),Children,Low Food Security,2,1,"$30,000 to $34,999",Georgia,32384.56
(0-17),Children,Low Food Security,2,1,"$30,000 to $34,999",Hawaii,2187.13
(0-17),Children,Low Food Security,2,1,"$30,000 to $34,999",Idaho,5405.52
(0-17),Children,Low Food Security,2,1,"$30,000 to $34,999",Illinois,50406.66
(0-17),Children,Low Food Security,2,1,"$30,000 to $34,999",Maryland,25165.23
(0-17),Children,Low Food Security,2,1,"$30,000 to $34,999",Michigan,17018.94
(0-17),Children,Low Food Security,2,1,"$30,000 to $34,999",Mississippi,17170.07
(0-17),Children,Low Food Security,2,1,"$30,000 to $34,999",Missouri,2785.54
(0-17),Children,Low Food Security,2,1,"$30,000 to $34,999",Montana,847.23
(0-17),Children,Low Food Security,2,1,"$30,000 to $34,999",Nebraska,1930.65
(0-17),Children,Low Food Security,2,1,"$30,000 to $34,999",New Mexico,7202.85
(0-17),Children,Low Food Security,2,1,"$30,000 to $34,999",Oklahoma,24298.09
(0-17),Children,Low Food Security,2,1,"$30,000 to $34,999",Pennsylvania,53395.3
(0-17),Children,Low Food Security,2,1,"$30,000 to $34,999",Rhode Island,839.47
(0-17),Children,Low Food Security,2,1,"$30,000 to $34,999",South Dakota,2668.49
(0-17),Children,Low Food Security,2,1,"$30,000 to $34,999",Tennessee,6074.52
(0-17),Children,Low Food Security,2,1,"$30,000 to $34,999",Texas,64420.68
(0-17),Children,Low Food Security,2,1,"$30,000 to $34,999",Utah,19031.64
(0-17),Children,Low Food Security,2,1,"$30,000 to $34,999",Vermont,1244.78
(0-17),Children,Low Food Security,2,1,"$30,000 to $34,999",Virginia,5814.43
(0-17),Children,Low Food Security,2,1,"$30,000 to $34,999",Washington,4160.19
(0-17),Children,Low Food Security,2,1,"$30,000 to $34,999",West Virginia,9626.42
(0-17),Children,Low Food Security,2,1,"$30,000 to $34,999",Wisconsin,10045.54
(0-17),Children,Low Food Security,2,1,"$30,000 to $34,999",Wyoming,467.13
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",Alabama,3098.83
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",Arkansas,18810.65
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",California,79591.83
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",Colorado,7477.87
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",Delaware,8384.16
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",District of Columbia,1355.77
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",Florida,15390.33
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",Georgia,49409.99
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",Idaho,3646.52
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",Illinois,64183.18
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",Indiana,6332.53
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",Louisiana,14225.22
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",Michigan,6087.17
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",Minnesota,17196.46
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",Mississippi,4593
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",Missouri,34826.96
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",Nevada,8112.37
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",New Jersey,10950.79
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",New York,65512.79
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",North Carolina,53466.21
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",Ohio,9503.57
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",Oklahoma,20568.37
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",Oregon,4278.75
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",Pennsylvania,18465.17
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",South Carolina,9505.76
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",Tennessee,19241.29
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",Texas,56014.29
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",Utah,12633.41
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",Virginia,63115.62
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",Washington,26631.38
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",West Virginia,5062.01
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",Wisconsin,32698.86
(0-17),Children,Low Food Security,2,1,"$35,000 to $39,999",Wyoming,1212.16
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",Alabama,8045.6
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",Arizona,4915.71
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",Arkansas,4165.78
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",California,88158.71
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",Colorado,16892.55
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",District of Columbia,766.54
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",Florida,21041.17
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",Georgia,20062
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",Illinois,20869.58
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",Indiana,10978.52
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",Iowa,8279.49
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",Kansas,12847.81
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",Louisiana,7956.92
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",Maine,2600.87
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",Missouri,22078.2
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",Montana,1048.25
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",Nebraska,7795.51
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",Nevada,2763.39
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",New Mexico,9885.41
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",New York,40569.48
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",North Carolina,35357.23
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",North Dakota,1031.45
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",Ohio,35530.66
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",Oklahoma,6769.24
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",Oregon,7607.08
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",Pennsylvania,16013.71
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",South Dakota,4416.36
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",Tennessee,20521.76
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",Texas,63104.02
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",Virginia,24047.94
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",Washington,12817.64
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",West Virginia,5264.6
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",Wisconsin,19269.55
(0-17),Children,Low Food Security,2,1,"$40,000 to $49,999",Wyoming,1657.47
(0-17),Children,Low Food Security,2,1,"$5,000 to $7,499",California,13345.56
(0-17),Children,Low Food Security,2,1,"$5,000 to $7,499",Kansas,7777.99
(0-17),Children,Low Food Security,2,1,"$5,000 to $7,499",Massachusetts,12404.73
(0-17),Children,Low Food Security,2,1,"$5,000 to $7,499",Minnesota,8319.51
(0-17),Children,Low Food Security,2,1,"$5,000 to $7,499",Mississippi,8700.54
(0-17),Children,Low Food Security,2,1,"$5,000 to $7,499",New York,8221.95
(0-17),Children,Low Food Security,2,1,"$5,000 to $7,499",Ohio,3704.18
(0-17),Children,Low Food Security,2,1,"$5,000 to $7,499",Oklahoma,5970.69
(0-17),Children,Low Food Security,2,1,"$5,000 to $7,499",Texas,20779.64
(0-17),Children,Low Food Security,2,1,"$5,000 to $7,499",Virginia,8217.52
(0-17),Children,Low Food Security,2,1,"$50,000 to $59,999",Arizona,20981.88
(0-17),Children,Low Food Security,2,1,"$50,000 to $59,999",Arkansas,21733.25
(0-17),Children,Low Food Security,2,1,"$50,000 to $59,999",California,149898.5
(0-17),Children,Low Food Security,2,1,"$50,000 to $59,999",Delaware,5157.88
(0-17),Children,Low Food Security,2,1,"$50,000 to $59,999",Florida,100167.96
(0-17),Children,Low Food Security,2,1,"$50,000 to $59,999",Georgia,26002.14
(0-17),Children,Low Food Security,2,1,"$50,000 to $59,999",Hawaii,1022.88
(0-17),Children,Low Food Security,2,1,"$50,000 to $59,999",Idaho,3373.41
(0-17),Children,Low Food Security,2,1,"$50,000 to $59,999",Indiana,20888.41
(0-17),Children,Low Food Security,2,1,"$50,000 to $59,999",Iowa,9938.93
(0-17),Children,Low Food Security,2,1,"$50,000 to $59,999",Kansas,4935.5
(0-17),Children,Low Food Security,2,1,"$50,000 to $59,999",Louisiana,2127.89
(0-17),Children,Low Food Security,2,1,"$50,000 to $59,999",Massachusetts,4668.23
(0-17),Children,Low Food Security,2,1,"$50,000 to $59,999",Michigan,10690.36
(0-17),Children,Low Food Security,2,1,"$50,000 to $59,999",Missouri,19511.32
(0-17),Children,Low Food Security,2,1,"$50,000 to $59,999",New Jersey,21746.39
(0-17),Children,Low Food Security,2,1,"$50,000 to $59,999",New York,60357.02
(0-17),Children,Low Food Security,2,1,"$50,000 to $59,999",Ohio,14619.9
(0-17),Children,Low Food Security,2,1,"$50,000 to $59,999",Oklahoma,3257.96
(0-17),Children,Low Food Security,2,1,"$50,000 to $59,999",Oregon,7517.87
(0-17),Children,Low Food Security,2,1,"$50,000 to $59,999",Pennsylvania,18595.4
(0-17),Children,Low Food Security,2,1,"$50,000 to $59,999",South Dakota,3907.46
(0-17),Children,Low Food Security,2,1,"$50,000 to $59,999",Texas,112632
(0-17),Children,Low Food Security,2,1,"$50,000 to $59,999",Vermont,453.19
(0-17),Children,Low Food Security,2,1,"$50,000 to $59,999",Washington,36797.76
(0-17),Children,Low Food Security,2,1,"$50,000 to $59,999",Wisconsin,2946.29
(0-17),Children,Low Food Security,2,1,"$50,000 to $59,999",Wyoming,1015.09
(0-17),Children,Low Food Security,2,1,"$60,000 to $74,999",Alabama,19730.06
(0-17),Children,Low Food Security,2,1,"$60,000 to $74,999",Alaska,1503.46
(0-17),Children,Low Food Security,2,1,"$60,000 to $74,999",Arizona,4796.59
(0-17),Children,Low Food Security,2,1,"$60,000 to $74,999",Arkansas,28429.3
(0-17),Children,Low Food Security,2,1,"$60,000 to $74,999",California,114729.12
(0-17),Children,Low Food Security,2,1,"$60,000 to $74,999",Colorado,11014.29
(0-17),Children,Low Food Security,2,1,"$60,000 to $74,999",Florida,19041.7
(0-17),Children,Low Food Security,2,1,"$60,000 to $74,999",Georgia,3399.26
(0-17),Children,Low Food Security,2,1,"$60,000 to $74,999",Illinois,15763.14
(0-17),Children,Low Food Security,2,1,"$60,000 to $74,999",Indiana,22542.56
(0-17),Children,Low Food Security,2,1,"$60,000 to $74,999",Kentucky,11547.42
(0-17),Children,Low Food Security,2,1,"$60,000 to $74,999",Louisiana,21064.81
(0-17),Children,Low Food Security,2,1,"$60,000 to $74,999",Maryland,42178.86
(0-17),Children,Low Food Security,2,1,"$60,000 to $74,999",Massachusetts,16951.83
(0-17),Children,Low Food Security,2,1,"$60,000 to $74,999",Michigan,42273.96
(0-17),Children,Low Food Security,2,1,"$60,000 to $74,999",Minnesota,7897.28
(0-17),Children,Low Food Security,2,1,"$60,000 to $74,999",Missouri,28189.63
(0-17),Children,Low Food Security,2,1,"$60,000 to $74,999",Nebraska,5761.61
(0-17),Children,Low Food Security,2,1,"$60,000 to $74,999",New York,67656.11
(0-17),Children,Low Food Security,2,1,"$60,000 to $74,999",North Dakota,3262.6
(0-17),Children,Low Food Security,2,1,"$60,000 to $74,999",Ohio,25157.96
(0-17),Children,Low Food Security,2,1,"$60,000 to $74,999",Oklahoma,4943.02
(0-17),Children,Low Food Security,2,1,"$60,000 to $74,999",Oregon,3673.48
(0-17),Children,Low Food Security,2,1,"$60,000 to $74,999",Pennsylvania,11230.13
(0-17),Children,Low Food Security,2,1,"$60,000 to $74,999",Tennessee,15142.42
(0-17),Children,Low Food Security,2,1,"$60,000 to $74,999",Texas,165301.7
(0-17),Children,Low Food Security,2,1,"$60,000 to $74,999",Virginia,33467.45
(0-17),Children,Low Food Security,2,1,"$60,000 to $74,999",Washington,33813.82
(0-17),Children,Low Food Security,2,1,"$60,000 to $74,999",Wisconsin,6080.13
(0-17),Children,Low Food Security,2,1,"$7,500 to $9,999",California,23376.68
(0-17),Children,Low Food Security,2,1,"$7,500 to $9,999",Georgia,46898.89
(0-17),Children,Low Food Security,2,1,"$7,500 to $9,999",Illinois,6715.38
(0-17),Children,Low Food Security,2,1,"$7,500 to $9,999",Indiana,8137.91
(0-17),Children,Low Food Security,2,1,"$7,500 to $9,999",Kentucky,16755.54
(0-17),Children,Low Food Security,2,1,"$7,500 to $9,999",Massachusetts,31537.21
(0-17),Children,Low Food Security,2,1,"$7,500 to $9,999",Michigan,21302.12
(0-17),Children,Low Food Security,2,1,"$7,500 to $9,999",Nebraska,1670.15
(0-17),Children,Low Food Security,2,1,"$7,500 to $9,999",New Jersey,18792.4
(0-17),Children,Low Food Security,2,1,"$7,500 to $9,999",New York,22963.46
(0-17),Children,Low Food Security,2,1,"$7,500 to $9,999",Oklahoma,5170.4
(0-17),Children,Low Food Security,2,1,"$7,500 to $9,999",Pennsylvania,21002.88
(0-17),Children,Low Food Security,2,1,"$7,500 to $9,999",Tennessee,2874.53
(0-17),Children,Low Food Security,2,1,"$7,500 to $9,999",Texas,28743.04
(0-17),Children,Low Food Security,2,1,"$7,500 to $9,999",Vermont,1386.25
(0-17),Children,Low Food Security,2,1,"$7,500 to $9,999",Washington,17164.68
(0-17),Children,Low Food Security,2,1,"$75,000 to $99,999",Alabama,3694.34
(0-17),Children,Low Food Security,2,1,"$75,000 to $99,999",Alaska,2464.45
(0-17),Children,Low Food Security,2,1,"$75,000 to $99,999",Arizona,10140.18
(0-17),Children,Low Food Security,2,1,"$75,000 to $99,999",Arkansas,20548.27
(0-17),Children,Low Food Security,2,1,"$75,000 to $99,999",California,146703.72
(0-17),Children,Low Food Security,2,1,"$75,000 to $99,999",Colorado,27832.7
(0-17),Children,Low Food Security,2,1,"$75,000 to $99,999",Connecticut,7120.37
(0-17),Children,Low Food Security,2,1,"$75,000 to $99,999",Florida,13284.56
(0-17),Children,Low Food Security,2,1,"$75,000 to $99,999",Indiana,13585.45
(0-17),Children,Low Food Security,2,1,"$75,000 to $99,999",Iowa,3424.61
(0-17),Children,Low Food Security,2,1,"$75,000 to $99,999",Louisiana,14526.65
(0-17),Children,Low Food Security,2,1,"$75,000 to $99,999",Maine,12203.5
(0-17),Children,Low Food Security,2,1,"$75,000 to $99,999",Minnesota,21052.36
(0-17),Children,Low Food Security,2,1,"$75,000 to $99,999",Montana,1088.03
(0-17),Children,Low Food Security,2,1,"$75,000 to $99,999",New Jersey,4564.27
(0-17),Children,Low Food Security,2,1,"$75,000 to $99,999",New York,22086.61
